Corridor_ID,Location,Type,Direction,Movement,Distance_m,Latitude,Longitude
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,375.00,-6.20062781,106.48746860
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,380.00,-6.20065576,106.48743316
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,385.00,-6.20068370,106.48739773
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,390.00,-6.20071841,106.48736909
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,395.00,-6.20075365,106.48734099
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,400.00,-6.20078888,106.48731289
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,405.00,-6.20082439,106.48728519
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,410.00,-6.20086286,106.48726176
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,415.00,-6.20090132,106.48723833
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,420.00,-6.20093978,106.48721490
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,425.00,-6.20097824,106.48719147
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,430.00,-6.20101915,106.48717285
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,435.00,-6.20106057,106.48715523
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,440.00,-6.20110198,106.48713761
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,445.00,-6.20114339,106.48711999
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,450.00,-6.20118481,106.48710237
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,455.00,-6.20122738,106.48708897
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,460.00,-6.20127191,106.48708270
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,465.00,-6.20131644,106.48707642
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,470.00,-6.20136097,106.48707014
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,475.00,-6.20140551,106.48706389
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,480.00,-6.20145015,106.48706066
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,485.00,-6.20149503,106.48706357
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,490.00,-6.20153990,106.48706647
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,495.00,-6.20158477,106.48706938
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,500.00,-6.20162965,106.48707229
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,505.00,-6.20167452,106.48707520
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,510.00,-6.20171939,106.48707807
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,515.00,-6.20176432,106.48708006
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,520.00,-6.20180924,106.48708205
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,525.00,-6.20185416,106.48708404
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,530.00,-6.20189908,106.48708603
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,535.00,-6.20194401,106.48708795
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,540.00,-6.20198894,106.48708985
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,545.00,-6.20203386,106.48709176
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,550.00,-6.20207879,106.48709361
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,555.00,-6.20212373,106.48709522
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,560.00,-6.20216866,106.48709684
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,565.00,-6.20221360,106.48709847
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,570.00,-6.20225854,106.48710009
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,575.00,-6.20230348,106.48710172
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,580.00,-6.20234841,106.48710334
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,585.00,-6.20239335,106.48710486
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,590.00,-6.20243830,106.48710632
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,595.00,-6.20248315,106.48710590
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,600.00,-6.20252777,106.48710027
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,605.00,-6.20257238,106.48709463
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,610.00,-6.20261716,106.48709310
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,615.00,-6.20266208,106.48709517
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,620.00,-6.20270700,106.48709724
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,625.00,-6.20275192,106.48709930
12_BALARAJA_TIMUR_RAMP_A_OFF_R016,BALARAJA TIMUR,RAMP,A,OFF,626.69,-6.20276710,106.48710000
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,0.00,-6.20276710,106.48710000
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,5.00,-6.20281199,106.48709941
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,10.00,-6.20285684,106.48709621
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,15.00,-6.20290170,106.48709302
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,20.00,-6.20294655,106.48708982
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,25.00,-6.20299111,106.48708478
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,30.00,-6.20303478,106.48707398
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,35.00,-6.20307845,106.48706318
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,40.00,-6.20312071,106.48704800
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,45.00,-6.20316240,106.48703107
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,50.00,-6.20320410,106.48701414
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,55.00,-6.20324517,106.48699573
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,60.00,-6.20328617,106.48697715
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,65.00,-6.20332717,106.48695857
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,70.00,-6.20336700,106.48693799
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,75.00,-6.20340331,106.48691131
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,80.00,-6.20343962,106.48688463
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,85.00,-6.20347593,106.48685795
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,90.00,-6.20350881,106.48682727
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,95.00,-6.20354033,106.48679501
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,100.00,-6.20357185,106.48676275
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,105.00,-6.20360313,106.48673027
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,110.00,-6.20363381,106.48669720
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,115.00,-6.20366449,106.48666413
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,120.00,-6.20369474,106.48663073
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,125.00,-6.20371951,106.48659298
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,130.00,-6.20374434,106.48655527
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,135.00,-6.20376917,106.48651756
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,140.00,-6.20379399,106.48647984
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,145.00,-6.20381760,106.48644141
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,150.00,-6.20383822,106.48640122
12_BALARAJA_TIMUR_GATE_INTERCHANGE_OFF_R017,BALARAJA TIMUR,GATE,INTERCHANGE,OFF,153.05,-6.20385080,106.48637670
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,0.00,-6.20385080,106.48637670
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,5.00,-6.20387145,106.48633652
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,10.00,-6.20389209,106.48629634
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,15.00,-6.20391274,106.48625616
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,20.00,-6.20393339,106.48621598
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,25.00,-6.20395403,106.48617580
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,30.00,-6.20397051,106.48613378
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,35.00,-6.20398586,106.48609126
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,40.00,-6.20400122,106.48604875
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,45.00,-6.20401657,106.48600624
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,50.00,-6.20403172,106.48596365
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,55.00,-6.20404689,106.48592107
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,60.00,-6.20406205,106.48587849
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,65.00,-6.20407721,106.48583591
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,70.00,-6.20409264,106.48579342
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,75.00,-6.20410814,106.48575096
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,80.00,-6.20412363,106.48570850
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,85.00,-6.20413684,106.48566528
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,90.00,-6.20414971,106.48562194
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,95.00,-6.20416258,106.48557860
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,100.00,-6.20417545,106.48553526
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,105.00,-6.20418831,106.48549192
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,110.00,-6.20420118,106.48544858
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,115.00,-6.20421405,106.48540524
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,120.00,-6.20422691,106.48536190
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,125.00,-6.20423978,106.48531856
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,130.00,-6.20425265,106.48527522
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,135.00,-6.20426551,106.48523188
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,140.00,-6.20427792,106.48518841
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,145.00,-6.20428940,106.48514468
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,150.00,-6.20430027,106.48510079
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,155.00,-6.20431113,106.48505690
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,160.00,-6.20432199,106.48501301
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,165.00,-6.20433427,106.48496951
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,170.00,-6.20434756,106.48492630
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,175.00,-6.20436085,106.48488309
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,180.00,-6.20437413,106.48483988
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,185.00,-6.20438742,106.48479667
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,190.00,-6.20440070,106.48475345
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,195.00,-6.20441346,106.48471008
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,200.00,-6.20442581,106.48466659
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,205.00,-6.20443816,106.48462310
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,210.00,-6.20445052,106.48457961
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,215.00,-6.20446289,106.48453613
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,220.00,-6.20447525,106.48449264
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,225.00,-6.20448761,106.48444915
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,230.00,-6.20449998,106.48440566
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,235.00,-6.20451234,106.48436217
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,240.00,-6.20452310,106.48431833
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,245.00,-6.20452980,106.48427361
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,250.00,-6.20453650,106.48422888
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,255.00,-6.20454320,106.48418416
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,260.00,-6.20454990,106.48413943
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,265.00,-6.20455660,106.48409470
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,270.00,-6.20456330,106.48404998
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,275.00,-6.20457000,106.48400525
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,280.00,-6.20457632,106.48396050
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,285.00,-6.20457664,106.48391527
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,290.00,-6.20457698,106.48387004
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,295.00,-6.20457736,106.48382481
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,300.00,-6.20457452,106.48377987
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,305.00,-6.20456613,106.48373543
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,310.00,-6.20455774,106.48369099
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,315.00,-6.20454936,106.48364656
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,320.00,-6.20454097,106.48360212
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,325.00,-6.20452977,106.48355839
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,330.00,-6.20451649,106.48351517
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,335.00,-6.20450321,106.48347196
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,340.00,-6.20448993,106.48342875
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,345.00,-6.20447618,106.48338572
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,350.00,-6.20445563,106.48334550
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,355.00,-6.20443507,106.48330527
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,360.00,-6.20441452,106.48326504
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,365.00,-6.20439396,106.48322481
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,370.00,-6.20437231,106.48318518
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,375.00,-6.20434971,106.48314608
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,380.00,-6.20432712,106.48310698
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,385.00,-6.20430452,106.48306787
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,390.00,-6.20428490,106.48302723
12_BALARAJA_TIMUR_GATE_PLAZA_EXIT_R018,BALARAJA TIMUR,GATE,PLAZA,EXIT,394.48,-6.20426850,106.48299020
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,0.00,-6.20426850,106.48299020
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,5.00,-6.20425017,106.48294890
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,10.00,-6.20423184,106.48290760
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,15.00,-6.20421002,106.48286815
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,20.00,-6.20418670,106.48282950
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,25.00,-6.20416527,106.48278973
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,30.00,-6.20414384,106.48274996
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,35.00,-6.20412242,106.48271020
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,40.00,-6.20410099,106.48267043
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,45.00,-6.20407957,106.48263066
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,50.00,-6.20405814,106.48259090
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,55.00,-6.20403682,106.48255108
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,60.00,-6.20401868,106.48250969
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,65.00,-6.20400054,106.48246830
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,70.00,-6.20398359,106.48242642
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,75.00,-6.20396730,106.48238426
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,80.00,-6.20395100,106.48234211
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,85.00,-6.20393471,106.48229995
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,90.00,-6.20391926,106.48225754
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,95.00,-6.20390961,106.48221336
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,100.00,-6.20389996,106.48216918
12_BALARAJA_TIMUR_ACCESS_EXIT_R019,BALARAJA TIMUR,ACCESS,-,EXIT,105.00,-6.20389031,106.48212501
