Corridor_ID,Location,Type,Direction,Movement,Distance_m,Latitude,Longitude
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,175.00,-6.17226810,106.34553104
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,180.00,-6.17222383,106.34552537
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,185.00,-6.17218040,106.34551367
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,190.00,-6.17213696,106.34550196
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,195.00,-6.17209452,106.34548725
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,200.00,-6.17205277,106.34547047
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,205.00,-6.17201231,106.34545088
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,210.00,-6.17197270,106.34542948
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,215.00,-6.17193741,106.34540150
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,220.00,-6.17190236,106.34537318
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,225.00,-6.17186812,106.34534398
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,230.00,-6.17183785,106.34531053
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,235.00,-6.17180758,106.34527709
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,240.00,-6.17177731,106.34524364
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,245.00,-6.17174704,106.34521020
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,250.00,-6.17171677,106.34517675
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,255.00,-6.17168650,106.34514331
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,260.00,-6.17165816,106.34510824
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,265.00,-6.17163071,106.34507241
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,270.00,-6.17160332,106.34503654
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,275.00,-6.17157594,106.34500067
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,280.00,-6.17154752,106.34496562
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,285.00,-6.17151872,106.34493089
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,290.00,-6.17148989,106.34489618
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,295.00,-6.17146199,106.34486075
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,300.00,-6.17143577,106.34482400
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,305.00,-6.17140956,106.34478726
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,310.00,-6.17138334,106.34475051
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,315.00,-6.17135713,106.34471376
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,320.00,-6.17133091,106.34467701
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,325.00,-6.17130470,106.34464027
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,330.00,-6.17127848,106.34460352
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,335.00,-6.17125124,106.34456754
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,340.00,-6.17122391,106.34453163
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,345.00,-6.17119657,106.34449572
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,350.00,-6.17116924,106.34445980
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,355.00,-6.17114190,106.34442389
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,360.00,-6.17111593,106.34438699
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,365.00,-6.17109065,106.34434959
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,370.00,-6.17106536,106.34431219
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,375.00,-6.17104008,106.34427479
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,380.00,-6.17101479,106.34423739
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,385.00,-6.17098951,106.34419999
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,390.00,-6.17096538,106.34416182
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,395.00,-6.17094132,106.34412361
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,400.00,-6.17091726,106.34408540
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,405.00,-6.17089320,106.34404719
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,410.00,-6.17086914,106.34400899
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,415.00,-6.17084508,106.34397078
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,420.00,-6.17082103,106.34393257
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,425.00,-6.17079700,106.34389433
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,430.00,-6.17077377,106.34385561
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,435.00,-6.17075055,106.34381688
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,440.00,-6.17072866,106.34377738
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,445.00,-6.17070717,106.34373765
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,450.00,-6.17068567,106.34369793
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,455.00,-6.17066417,106.34365821
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,460.00,-6.17064267,106.34361848
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,465.00,-6.17061830,106.34358048
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,470.00,-6.17059388,106.34354250
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,475.00,-6.17056946,106.34350452
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,480.00,-6.17054504,106.34346654
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,485.00,-6.17052083,106.34342843
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,490.00,-6.17049664,106.34339031
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,495.00,-6.17047317,106.34335174
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,500.00,-6.17045060,106.34331262
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,505.00,-6.17042803,106.34327350
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,510.00,-6.17040545,106.34323439
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,515.00,-6.17038026,106.34319698
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,520.00,-6.17035402,106.34316025
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,525.00,-6.17032606,106.34312529
131_CIKANDE_RAMP_A_ON_R042,CIKANDE,RAMP,A,ON,530.00,-6.17028848,106.34310055
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,0.00,-6.17381290,106.34494560
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,5.00,-6.17377511,106.34497011
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,10.00,-6.17373747,106.34499486
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,15.00,-6.17369984,106.34501961
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,20.00,-6.17366220,106.34504436
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,25.00,-6.17362456,106.34506911
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,30.00,-6.17358693,106.34509386
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,35.00,-6.17354929,106.34511861
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,40.00,-6.17351166,106.34514336
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,45.00,-6.17347402,106.34516811
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,50.00,-6.17343638,106.34519286
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,55.00,-6.17339875,106.34521761
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,60.00,-6.17336111,106.34524236
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,65.00,-6.17332302,106.34526639
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,70.00,-6.17328493,106.34529043
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,75.00,-6.17324685,106.34531447
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,80.00,-6.17320876,106.34533851
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,85.00,-6.17317067,106.34536255
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,90.00,-6.17313258,106.34538659
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,95.00,-6.17309449,106.34541063
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,100.00,-6.17305640,106.34543467
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,105.00,-6.17301831,106.34545871
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,110.00,-6.17298022,106.34548275
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,115.00,-6.17294213,106.34550678
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,120.00,-6.17290405,106.34553082
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,125.00,-6.17286599,106.34555492
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,130.00,-6.17282827,106.34557953
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,135.00,-6.17279054,106.34560414
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,140.00,-6.17275282,106.34562875
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,145.00,-6.17271509,106.34565336
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,150.00,-6.17267735,106.34567796
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,155.00,-6.17263962,106.34570256
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,160.00,-6.17260189,106.34572717
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,165.00,-6.17256416,106.34575177
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,170.00,-6.17252643,106.34577637
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,175.00,-6.17248870,106.34580098
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,180.00,-6.17245075,106.34582522
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,185.00,-6.17241139,106.34584708
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,190.00,-6.17237202,106.34586894
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,195.00,-6.17233278,106.34589102
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,200.00,-6.17229353,106.34591310
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,205.00,-6.17225429,106.34593518
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,210.00,-6.17221505,106.34595726
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,215.00,-6.17217581,106.34597935
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,220.00,-6.17213657,106.34600143
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,225.00,-6.17209732,106.34602351
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,230.00,-6.17205808,106.34604559
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,235.00,-6.17201884,106.34606768
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,240.00,-6.17197960,106.34608976
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,245.00,-6.17194081,106.34611261
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,250.00,-6.17190266,106.34613656
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,255.00,-6.17186450,106.34616047
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,260.00,-6.17182633,106.34618439
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,265.00,-6.17178816,106.34620830
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,270.00,-6.17175000,106.34623221
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,275.00,-6.17171183,106.34625613
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,280.00,-6.17167366,106.34628004
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,285.00,-6.17163549,106.34630395
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,290.00,-6.17159695,106.34632724
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,295.00,-6.17155811,106.34635002
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,300.00,-6.17151926,106.34637280
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,305.00,-6.17148042,106.34639559
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,310.00,-6.17144159,106.34641839
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,315.00,-6.17140351,106.34644244
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,320.00,-6.17136543,106.34646650
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,325.00,-6.17132735,106.34649056
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,330.00,-6.17129132,106.34651755
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,335.00,-6.17125577,106.34654525
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,340.00,-6.17122022,106.34657295
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,345.00,-6.17118467,106.34660065
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,350.00,-6.17115345,106.34663292
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,355.00,-6.17112414,106.34666722
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,360.00,-6.17109483,106.34670152
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,365.00,-6.17106757,106.34673727
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,370.00,-6.17104544,106.34677664
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,375.00,-6.17102331,106.34681601
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,380.00,-6.17100118,106.34685538
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,385.00,-6.17098581,106.34689750
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,390.00,-6.17097454,106.34694128
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,395.00,-6.17096328,106.34698507
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,400.00,-6.17095202,106.34702886
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,405.00,-6.17094794,106.34707344
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,410.00,-6.17094942,106.34711865
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,415.00,-6.17095090,106.34716385
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,420.00,-6.17095239,106.34720905
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,425.00,-6.17096331,106.34725275
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,430.00,-6.17097580,106.34729620
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,435.00,-6.17098829,106.34733965
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,440.00,-6.17100078,106.34738310
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,445.00,-6.17101792,106.34742445
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,450.00,-6.17104185,106.34746274
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,455.00,-6.17106578,106.34750103
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,460.00,-6.17108971,106.34753932
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,465.00,-6.17111865,106.34757376
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,470.00,-6.17114960,106.34760649
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,475.00,-6.17118536,106.34763391
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,480.00,-6.17122112,106.34766133
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,485.00,-6.17125770,106.34768746
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,490.00,-6.17129745,106.34770860
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,495.00,-6.17133720,106.34772974
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,500.00,-6.17137957,106.34774474
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,505.00,-6.17142220,106.34775916
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,510.00,-6.17146482,106.34777357
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,515.00,-6.17150836,106.34778458
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,520.00,-6.17155239,106.34779377
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,525.00,-6.17159641,106.34780295
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,530.00,-6.17164125,106.34780394
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,535.00,-6.17168622,106.34780364
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,540.00,-6.17173118,106.34780303
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,545.00,-6.17177611,106.34780137
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,550.00,-6.17182105,106.34779971
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,555.00,-6.17186598,106.34779804
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,560.00,-6.17191092,106.34779636
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,565.00,-6.17195577,106.34779314
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,570.00,-6.17200062,106.34778991
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,575.00,-6.17204547,106.34778668
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,580.00,-6.17209032,106.34778345
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,585.00,-6.17213517,106.34778022
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,590.00,-6.17218001,106.34777673
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,595.00,-6.17222484,106.34777322
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,600.00,-6.17226967,106.34776972
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,605.00,-6.17231452,106.34776826
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,610.00,-6.17235942,106.34777078
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,615.00,-6.17240431,106.34777331
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,620.00,-6.17244886,106.34777924
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,625.00,-6.17249332,106.34778599
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,630.00,-6.17253743,106.34779453
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,635.00,-6.17258108,106.34780539
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,640.00,-6.17262450,106.34781693
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,645.00,-6.17266580,106.34783483
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,650.00,-6.17270710,106.34785272
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,655.00,-6.17274484,106.34787670
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,660.00,-6.17278047,106.34790429
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,665.00,-6.17281594,106.34793208
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,670.00,-6.17285086,106.34796058
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,675.00,-6.17288577,106.34798908
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,680.00,-6.17291834,106.34801999
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,685.00,-6.17294749,106.34805443
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,690.00,-6.17297664,106.34808887
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,695.00,-6.17300439,106.34812445
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,700.00,-6.17303181,106.34816030
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,705.00,-6.17305941,106.34819600
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,710.00,-6.17308753,106.34823129
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,715.00,-6.17311375,106.34826800
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,720.00,-6.17313905,106.34830539
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,725.00,-6.17316495,106.34834232
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,730.00,-6.17319401,106.34837684
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,735.00,-6.17322306,106.34841136
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,740.00,-6.17325218,106.34844583
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,745.00,-6.17328153,106.34848009
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,750.00,-6.17331088,106.34851435
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,755.00,-6.17334151,106.34854744
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,760.00,-6.17337290,106.34857983
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,765.00,-6.17340428,106.34861221
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,770.00,-6.17343630,106.34864396
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,775.00,-6.17346856,106.34867547
131_CIKANDE_RAMP_B_ON_R043,CIKANDE,RAMP,B,ON,775.78,-6.17347360,106.34868040
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,0.00,-6.14370860,106.28919080
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,5.00,-6.14372889,106.28915201
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,10.00,-6.14372239,106.28910726
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,15.00,-6.14371590,106.28906251
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,20.00,-6.14370940,106.28901776
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,25.00,-6.14370291,106.28897300
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,30.00,-6.14369642,106.28892825
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,35.00,-6.14368992,106.28888350
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,40.00,-6.14368343,106.28883875
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,45.00,-6.14367693,106.28879400
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,50.00,-6.14367079,106.28874920
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,55.00,-6.14366497,106.28870435
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,60.00,-6.14366097,106.28865931
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,65.00,-6.14365699,106.28861426
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,70.00,-6.14365301,106.28856921
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,75.00,-6.14364903,106.28852416
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,80.00,-6.14364505,106.28847911
14_CIUJUNG_RAMP_A_OFF_R044,CIUJUNG,RAMP,A,OFF,85.00,-6.14364107,106.28843406
